ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Avg_rating,Num_rating,Genres
0425140032,Dragon Tears,Dean R. Koontz,1995,Berkley Publishing Group,7.2105263157894735,19,"['Horror', 'Fantasy']"
0451202821,Her Daughter's Eyes,Jessica Barksdale Inclan,2001,New American Library,8.75,8,['Romance']
0345422783,How Reading Changed My Life (Library of Contemporary Thought),Anna Quindlen,1998,Ballantine Books,8.357142857142858,14,['Non-Fiction']
0345350685,The Autobiography of Malcolm X,Malcolm X,1989,Ballantine Books,8.85,20,['Biography']
0440234859,Losing Julia,Jonathan Hull,2001,Island,7.8,5,"['Historical', 'Fiction']"
0451451538,Vampire$,John Steakley,1992,Roc,8.1,10,"['Horror', 'Fantasy']"
0345335082,Dragonquest (Dragonquest),Anne McCaffrey,1990,Del Rey Books,7.875,16,"['Fantasy', 'Adventure']"
0394800028,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books),Dr. Seuss,1958,Random House Books for Young Readers,8.76923076923077,13,"['Children', 'Fantasy']"
0312291450,If Chins Could Kill : Confessions of a B Movie Actor,Bruce Campbell,2002,L.A. Weekly Books,8.333333333333334,6,"['Biography', 'Non-Fiction']"
0451525264,Les Miserables a New Unabridged Translation (Signet Classics),Victor Hugo,1987,Signet Book,8.3,10,['Historical']
0312134517,Coming Home,Rosamunde Pilcher,1995,St Martins Pr,7.555555555555555,9,['Romance']
0515087122,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990,Jove Books,7.1875,16,['Mystery']
0380798565,The Ape Who Guards the Balance : An Amelia Peabody Mystery,Elizabeth Peters,1999,Avon,8.25,8,"['Mystery', 'Adventure']"
006091565X,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,1997,Quill,7.0,9,"['Non-Fiction', 'Self-Help']"
0375701214,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1998,Vintage,9.076923076923077,13,"['Biography', 'Non-Fiction']"
034529873X,Moreta: Dragonlady of Pern,Anne McCaffrey,1991,Del Rey Books,7.684210526315789,19,"['Fantasy', 'Sci-Fi', 'Young Adult']"
0679742298,The Talented Mr. Ripley (Vintage Crime/Black Lizard),Patricia Highsmith,1992,Vintage Books USA,8.705882352941176,17,"['Thriller', 'Mystery']"
0446602744,The Rules(TM) : Time-Tested Secrets for Capturing the Heart of Mr. Right,Ellen Fein,1996,Warner Books,5.545454545454546,11,"['Non-Fiction', 'Romance', 'Self-Help']"
0345377443,Women Who Run with the Wolves,CLARISSA PINKOLA PHD ESTES,2003,Ballantine Books,5.444444444444445,9,"['Non-Fiction', 'Self-Help']"
0448095025,"The Hidden Staircase (Nancy Drew Mystery Stories, No 2)",Carolyn Keene,1991,Grosset &amp; Dunlap,7.875,8,"['Mystery', 'Young Adult']"
0553291955,The Thin Woman,Dorothy Cannell,1992,Crimeline,8.454545454545455,11,"['Mystery', 'Romance']"
0393308804,Wide Sargasso Sea (Norton Paperback Fiction),Jean Rhys,1996,W. W. Norton &amp; Company,7.444444444444445,9,"['Historical', 'Romance']"
0671047345,Separation of Power,Vince Flynn,2002,Pocket,8.571428571428571,7,['Thriller']
0380709546,Ramona the Pest (Ramona Quimby (Paperback)),Beverly Cleary,1992,HarperTrophy,8.666666666666666,9,"['Young Adult', 'Adventure']"
0425179184,Crime Brulee (Culinary Mysteries (Paperback)),Nancy Fairbanks,2001,Berkley Publishing Group,7.6,10,"['Mystery', 'Young Adult']"
0312203039,High Five (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Press,8.3,10,"['Mystery', 'Romance', 'Comedy']"
0440422256,The Egypt Game (Yearling Newbery),Zilpha Keatley Snyder,1985,Yearling Books,7.545454545454546,11,"['Fantasy', 'Adventure', 'Young Adult']"
0425140989,Thyme of Death: A China Bayles Mystery (West Coast Crime),Susan Wittig Albert,1994,Berkley Publishing Group,7.285714285714286,7,['Mystery']
0345374568,The Old Contemptibles,Martha Grimes,1992,Ballantine Books,6.444444444444445,9,['Mystery']
0553153277,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. Montgomery,1984,Skylark,9.22222222222222,9,"['Young Adult', 'Historical']"
0312201656,I Capture the Castle,Dodie Smith,1999,St. Martin's Griffin,8.178571428571429,28,"['Romance', 'Young Adult']"
0440486599,"Then Again, Maybe I Won't",JUDY BLUME,1986,Yearling,6.727272727272728,11,['Young Adult']
1573225312,Native Speaker,Chang-Rae Lee,1996,Riverhead Books,7.625,8,['Historical']
0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,7.72093023255814,43,['Mystery']
0679741666,A Lesson Before Dying (Vintage Contemporaries),Ernest J. Gaines,1994,Random House Inc,8.0,6,['Historical']
0836236688,Dilbert: Seven Years Of Highly Defective People (P,Scott Adams,1997,Andrews McMeel Publishing,8.357142857142858,14,['Non-Fiction']
0836210263,Still Pumped From Using The Mouse,Scott Adams,1996,Andrews McMeel Publishing,8.0,15,['Non-Fiction']
0345458303,Beginner's Luck (Ballantine Reader's Circle),Laura Pedersen,2003,Ballantine Books,8.714285714285714,7,['Young Adult']
0590494457,"The Ghost Next Door (Goosebumps, No 10)",R. L. Stine,1995,Scholastic,6.666666666666667,9,"['Horror', 'Young Adult']"
0061093653,Twelve Red Herrings,Jeffrey Archer,1995,HarperTorch,7.5,6,"['Mystery', 'Thriller']"
0140280464,My Year of Meats,Ruth L. Ozeki,1999,Penguin Books,8.166666666666666,12,"['Historical', 'Romance']"
0671722751,Macbeth,William Shakespeare,1992,Washington Square Press,7.583333333333333,12,"['Historical', 'Tragedy']"
0449213358,Hawaii,James A. Michener,1994,Fawcett Books,8.333333333333334,9,['Historical']
0385474903,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William R. Maples,1994,Doubleday Books,8.75,8,['Non-Fiction']
0380001411,Christy,Catherine Marshall,1976,Avon,8.285714285714286,21,"['Historical', 'Romance']"
0451141083,Mindbend,Robin Cook,2001,Signet Book,6.8125,16,['Thriller']
0671415085,IF THERE BE THORN,V.C. Andrews,1981,Pocket,7.333333333333333,9,"['Horror', 'Romance']"
0553282980,Dead Poets Society,N.H. Kleinbaum,1989,Starfire,8.2,5,['Young Adult']
0385315546,Drinking : A Love Story,CAROLINE KNAPP,1997,Delta,7.428571428571429,7,"['Non-Fiction', 'Biography']"
0345356535,Sick of Shadows,Sharyn McCrumb,1989,Ballantine Books,6.818181818181818,11,['Mystery']
0449149986,If I'd Killed Him When I Met Him (Elizabeth MacPherson Novels (Paperback)),SHARYN MCCRUMB,1996,Fawcett,7.272727272727272,11,['Mystery']
0345428307,Trust Fund,STEPHEN FREY,2002,Fawcett,6.8,10,['Thriller']
0312421036,Eva Moves the Furniture: A Novel,Margot Livesey,2002,Picador,8.533333333333333,15,"['Historical', 'Romance']"
0312925581,James Herriot's Dog Stories,James Herriot,1993,St. Martin's Press,7.5,6,['Non-Fiction']
0380603926,When Bad Things Happen to Good People,Harold S. Kushner,1983,Avon,7.5,12,['Non-Fiction']
0425152898,Mind Prey,John Sandford,2004,Berkley Publishing Group,7.8,15,['Thriller']
067172942X,Garden of Shadows (Dollanganger),V.C. Andrews,1990,Pocket,7.714285714285714,7,['Horror']
0061030597,Moment of Truth,Lisa Scottoline,2001,HarperTorch,7.2,15,['Thriller']
0380423901,Woman of Independence,Elizabeth Forsythe Hailey,1979,Avon Books,8.571428571428571,7,"['Historical', 'Romance']"
0671534645,Apollo 13 : Lost Moon,Jim Lovell,1995,Pocket,7.923076923076923,13,"['Non-Fiction', 'Biography']"
0345341678,The White Dragon (Dragonriders of Pern Vol 3),ANNE MCCAFFREY,1986,Del Rey,8.555555555555555,9,"['Fantasy', 'Adventure']"
0553211285,The Adventures of Tom Sawyer (Adventures of Tom Sawyer),MARK TWAIN,1995,Bantam,9.0,10,"['Adventure', 'Young Adult']"
0553242954,Anne of Green Gables (Bantam Starfire Book),L.M. Montgomery,1986,Bantam,9.571428571428571,7,"['Young Adult', 'Historical']"
0380759489,Xanth 14: Question Quest,Piers Anthony,1991,Eos,7.642857142857143,14,"['Fantasy', 'Adventure']"
0345318862,Golem in the Gears (Xanth Novels (Paperback)),PIERS ANTHONY,1986,Del Rey,8.1,10,"['Fantasy', 'Adventure']"
0345327861,Crystal Singer,Anne McCaffrey,1982,Del Rey Books,8.071428571428571,14,"['Sci-Fi', 'Fantasy']"
0812510992,The Girl Who Heard Dragons,Anne McCaffrey,1995,Tor Books,7.583333333333333,12,"['Sci-Fi', 'Fantasy']"
0345354648,Five Patients,MICHAEL CRICHTON,1989,Ballantine Books,6.375,8,"['Non-Fiction', 'Biography']"
0061020648,Guards! Guards! (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch,8.333333333333334,12,"['Fantasy', 'Comedy']"
0316678104,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books,8.666666666666666,21,"['Romance', 'Historical']"
0448060191,Little Women (Illustrated Junior Library),Louisa May Alcott,1983,Grosset &amp; Dunlap,9.0,10,"['Historical', 'Young Adult']"
034537536X,Show of Evil,William Diehl,1996,Ballantine Books,7.0,9,"['Thriller', 'Mystery']"
0671741195,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,8.0,14,"['Thriller', 'Mystery']"
0345386132,Eyes of a Child,Richard North Patterson,1996,Ballantine Books,7.571428571428571,14,"['Mystery', 'Thriller']"
0395083567,My Antonia,Willa Sibert Cather,1954,Houghton Mifflin,8.692307692307692,13,['Historical']
0345333756,Staggerford (Mysteries &amp; Horror),Jon Hassler,1990,Ballantine Books,7.5,10,['Mystery']
038072362X,A Superior Death,Nevada Barr,2002,Harper Mass Market Paperbacks,8.375,8,"['Mystery', 'Adventure']"
0486275639,Civil Disobedience and Other Essays (Dover Thrift Editions),Henry David Thoreau,1993,Dover Publications,9.285714285714286,7,['Non-Fiction']
0446387878,A Yellow Raft in Blue Water,Michael Dorris,1998,Warner Books,8.133333333333333,15,"['Historical', 'Young Adult']"
0385301499,Circle of Friends,Maeve Binchy,1991,Bantam Dell Pub Group,8.125,8,['Romance']
0060185147,Courting Trouble,Lisa Scottoline,2002,HarperCollins Publishers,9.0,2,"['Thriller', 'Mystery']"
0440110653,"CRY IN THE NIGHT, A",MARY HIGGINS CLARK,1983,Dell,7.3,10,"['Thriller', 'Mystery']"
0385335121,Tara Road,Maeve Binchy,1999,Bantam Doubleday Dell Pub (Trd),7.0,8,['Romance']
0553566032,The Scorpio Illusion,Robert Ludlum,1994,Bantam Books,8.0,7,['Thriller']
042507160X,Dune (Dune Chronicles (Berkley Paperback)),Frank Herbert,1984,Berkley Publishing Group,9.0,9,"['Sci-Fi', 'Adventure']"
0553569570,The Apocalypse Watch,Robert Ludlum,1996,Bantam Books,8.25,8,['Thriller']
0553281798,Trevayne,Robert Ludlum,1992,Bantam Books,7.444444444444445,9,"['Thriller', 'Adventure']"
0743222245,Living History,Hillary Rodham Clinton,2003,Simon &amp; Schuster,8.375,8,['Biography']
0804106436,Oldest Living Confederate Widow Tells All,Allan Gurganus,1990,Ivy Books,7.6,15,['Historical']
0446691798,Nights in Rodanthe,Nicholas Sparks,2003,Warner Books,8.25,4,['Romance']
0449006581,Brothel: Mustang Ranch and Its Women,Alexa Albert,2002,Ballantine Books,7.666666666666667,9,['Non-Fiction']
0345434471,L.A. Requiem,ROBERT CRAIS,2000,Ballantine Books,8.444444444444445,9,['Thriller']
1551669412,Hot Shot,Charlotte Hughes,2002,Mira,7.727272727272727,11,['Romance']
0452284295,Cheet (Plume Books),Anna Davis,2003,Plume Books,7.384615384615385,13,['Romance']
0425190749,Keepsake Crimes (First Scrapbooking Mystery),Laura Childs,2003,Berkley Publishing Group,7.8,5,['Mystery']
159184021X,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,2003,Portfolio Hardcover,9.333333333333334,3,['Non-Fiction']
0380814390,Lola Carlyle Reveals All (Avon Light Contemporary Romances),Rachel Gibson,2002,Avon,7.7,10,['Romance']
1551666189,Manhunting (Mira),Jennifer Crusie,2000,Mira,8.166666666666666,12,['Romance']
0671786601,To Trust a Stranger,Karen Robards,2002,Pocket Star,6.857142857142857,7,['Romance']
0380782340,Nobody's Baby But Mine,Susan Elizabeth Phillips,1997,Avon,7.7,10,['Romance']
1551668270,Cold Tea On A Hot Day,Curtiss Matlock,2001,Mira,7.083333333333333,12,['Romance']
0671729454,If There Be Thorns (Dollanganger),V.C. Andrews,1990,Pocket,9.083333333333334,12,['Horror']
8478886451,Harry Potter y el cÃ¡liz de fuego,J. K. Rowling,2001,Lectorum Publications,8.416666666666666,12,"['Fantasy', 'Young Adult']"
8478884955,Harry Potter y la cÃ¡mara secreta,J. K. Rowling,1999,Lectorum Publications,8.375,8,"['Fantasy', 'Young Adult']"
8478884459,Harry Potter y la piedra filosofal,J. K. Rowling,1999,Lectorum Publications,8.857142857142858,7,"['Fantasy', 'Young Adult']"
0553211668,Candide (Candide),Francois M. Voltaire,1984,Bantam,8.153846153846153,13,['Historical']
0679737383,Anywhere but Here,MONA SIMPSON,1992,Vintage,6.333333333333333,6,['Romance']
0887307876,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",Scott Adams,1996,HarperBusiness,8.25,24,"['Non-Fiction', 'Humor']"
0452281636,Ralph's Party,Lisa Jewell,2000,Plume Books,7.090909090909091,11,['Romance']
080410946X,Object Lessons,Anna Quindlen,1992,Ivy Books,7.5,12,['Non-Fiction']
0312978383,Winter Solstice,Rosamunde Pilcher,2001,St. Martin's Paperbacks,7.9411764705882355,17,['Romance']
051511779X,Born in Shame,Nora Roberts,1996,Jove Books,7.892857142857143,28,['Romance']
055358264X,Dream Country,Luanne Rice,2002,Bantam Books,7.6875,16,['Romance']
0380756250,Once a Princess,Johanna Lindsey,1991,Avon,7.214285714285714,14,['Romance']
037570910X,The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter,2001,Vintage Books USA,7.846153846153846,13,['Romance']
0060927569,High Tide in Tucson : Essays from Now or Never,Barbara Kingsolver,1996,Perennial,8.166666666666666,18,"['Non-Fiction', 'Essays']"
0140157379,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Books,9.0,9,"['Fantasy', 'Adventure']"
0451526562,A Tale of Two Cities,Charles Dickens,1997,Signet Book,7.666666666666667,9,['Historical']
0425158632,Executive Orders (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,7.588235294117647,17,['Thriller']
0671755064,SHAMPOO PLANET : SHAMPOO PLANET,Douglas Coupland,1993,Washington Square Press,6.789473684210527,19,"['Non-Fiction', 'Humor']"
0425132048,Eyes of Prey,John Sandford,2004,Berkley Publishing Group,8.24,25,['Thriller']
0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,8.125,48,['Thriller']
0786889691,The Blue Hour,T. Jefferson Parker,2000,Hyperion,8.0,4,['Thriller']
155166951X,What The Lady Wants,Jennifer Crusie,2002,Mira,7.6923076923076925,13,['Romance']
0553803409,"Firestorm (Johansen, Iris)",IRIS JOHANSEN,2004,Bantam,8.23076923076923,13,"['Thriller', 'Romance']"
074320607X,"Nighttime Is My Time (Clark, Mary Higgins)",Mary Higgins Clark,2004,Simon &amp; Schuster,8.466666666666667,15,['Thriller']
0060514930,"Dead Ringer (Scottoline, Lisa)",Lisa Scottoline,2003,HarperCollins,8.25,8,['Thriller']
0446612510,The Fourth Perimeter,Tim Green,2003,Warner Books,7.636363636363637,11,['Thriller']
1551669455,Deadly Grace,Taylor Smith,2003,Mira Books,8.8,10,['Thriller']
0553581023,Follow the Stars Home,Luanne Rice,2001,Bantam Books,7.416666666666667,12,['Romance']
0553802542,Thursday's Child,Sandra Brown,2002,Bantam Books,6.875,8,"['Thriller', 'Romance']"
0684865114,The Restraint of Beasts,Magnus Mills,1999,Touchstone,7.0,2,['Thriller']
0446603392,Strange Highways,Dean Koontz,1996,Warner Books,7.214285714285714,14,"['Horror', 'Fantasy']"
0399139540,Debt of Honor,Tom Clancy,1994,Putnam Publishing Group,7.111111111111111,9,['Thriller']
0385315236,The Horse Whisperer,Nicholas Evans,1995,Delacorte Press,7.333333333333333,21,['Young Adult']
0449911446,Before Women Had Wings (Ballantine Reader's Circle),Connie May Fowler,1997,Ballantine Books,8.090909090909092,11,['Young Adult']
0743225422,The Shipping News : A Novel,Annie Proulx,2001,Scribner,8.142857142857142,7,['Historical']
0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",8.28125,32,['Historical']
1573220876,About a Boy,Nick Hornby,1998,Riverhead Books,7.8,15,"['Romance', 'Comedy']"
044041833X,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2001,Yearling,9.0,8,"['Fantasy', 'Adventure']"
0345384377,Sole Survivor,DEAN KOONTZ,1997,Ballantine Books,7.375,16,"['Horror', 'Thriller']"
0553580884,The Undertaker's Widow,Phillip Margolin,1999,Bantam Books,6.5,8,['Thriller']
0399145885,Atlantis Found (Dirk Pitt Adventures (Hardcover)),Clive Cussler,1999,Putnam Publishing Group,8.75,8,['Adventure']
0446602620,Blood Work,Michael Connelly,1998,Warner Books,8.214285714285714,28,"['Thriller', 'Mystery']"
0802132758,Rosencrantz &amp; Guildenstern Are Dead,Tom Stoppard,1991,Grove Press,8.222222222222221,9,"['Historical', 'Comedy']"
0670896764,A Day Late and a Dollar Short,Terry McMillan,2001,Viking Books,6.875,8,['Romance']
1563890119,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman,1993,DC Comics,8.833333333333334,18,['Fantasy']
0930289595,"The Doll's House (Sandman, Book 2)",Neil Gaiman,1991,DC Comics,9.23076923076923,13,['Fantasy']
0440204399,Catch 22,Joseph Heller,1992,Dell Publishing Company,7.8,10,['Historical']
0375700137,The War of Don Emmanuel's Nether Parts,LOUIS DE BERNIERES,1997,Vintage,8.0,4,"['Historical', 'Adventure']"
0312202318,A Home at the End of the World: A Novel,Michael Cunningham,1998,Picador USA,8.571428571428571,7,['Romance']
0553349481,Another Roadside Attraction,TOM ROBBINS,1990,Bantam,7.3,10,"['Fantasy', 'Adventure']"
044900371X,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books,8.038461538461538,26,['Non-Fiction']
0385491026,Cat's Eye,Margaret Atwood,1998,Anchor,8.818181818181818,11,['Romance']
0449208109,Things Fall Apart,Chinua Achebe,1984,Ballantine Books,9.0,9,['Historical']
0440211697,Phantom,Susan Kay,1993,Dell Publishing Company,9.0,4,"['Historical', 'Biography']"
0380715430,The Mother Tongue,Bill Bryson,1991,Perennial,8.636363636363637,11,['Non-Fiction']
0553227750,Clan of the Cave Bear,Jean Auel,1982,Bantam Doubleday Dell,8.166666666666666,6,"['Historical', 'Adventure']"
0446364495,The Bridges of Madison County,Robert James Waller,1995,Warner Books,7.857142857142857,14,['Romance']
0811831310,Worst Case Scenario Survival Handbook: Travel,Joshua Piven,2001,Chronicle Books,7.666666666666667,9,['Non-Fiction']
0836218426,Wildlife Preserves,Gary Larson,1989,Andrews McMeel Publishing,8.4,10,"['Non-Fiction', 'Humor']"
0451457994,2001: A Space Odyssey,Arthur C. Clarke,2000,Roc,8.9,10,['Sci-Fi']
0451409361,The Lamorna Wink: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2000,Onyx Books,7.4,5,['Mystery']
0064400034,Farmer Boy (Little House),Laura Ingalls Wilder,1953,HarperTrophy,7.944444444444445,18,"['Biography', 'Historical']"
0394800168,Green Eggs and Ham (I Can Read It All by Myself Beginner Books),Dr. Seuss,1960,Random House Books for Young Readers,9.31578947368421,19,"['Children', 'Young Adult']"
0590494465,"The Haunted Mask (Goosebumps, No 11)",R. L. Stine,1995,Scholastic,6.857142857142857,7,['Horror']
0380762609,All I Need Is You,Johanna Lindsey,1998,Avon,6.833333333333333,12,['Romance']
0440237009,The House on Hope Street,Danielle Steel,2001,Dell Publishing Company,7.0,4,['Romance']
0671749412,Going Home,Danielle Steel,1991,Pocket,7.7,10,['Romance']
0440186560,To Love Again,Danielle Steel,1981,Dell,6.666666666666667,12,['Romance']
0440184053,Summer's End,Danielle Steel,1980,Dell,7.375,16,['Romance']
0440185327,Thurston House,Danielle Steel,1984,Dell,7.636363636363637,11,['Romance']
0440217547,Accident,Danielle Steel,1995,Dell,6.956521739130435,23,['Romance']
0515115630,Family Blessings,LaVyrle Spencer,1996,Jove Books,7.4,10,['Romance']
0451196716,The Long Walk,Stephen King,1999,Signet Book,7.6,15,"['Horror', 'Adventure']"
0451201744,The Walking,Bentley Little,2000,Signet Book,8.0,8,['Horror']
0515090166,The Cat Who Saw Red,Lilian Jackson Braun,1991,Jove Books,8.0,13,['Mystery']
0515087947,The Cat Who Turned on and Off (Cat Who... (Paperback)),Lilian Jackson Braun,1995,Jove Books,8.083333333333334,12,['Mystery']
0670868361,Desperation,Stephen King,1996,Viking Books,7.931034482758621,29,['Horror']
0452262143,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1989,Plume Books,8.333333333333334,21,"['Fantasy', 'Adventure']"
0451167805,Firestarter,Stephen King,2003,Signet Book,7.625,24,"['Sci-Fi', 'Horror']"
0451132378,Pet Sematary,Stephen King,1984,Signet Book,8.090909090909092,22,['Horror']
0451190564,The Green Mile: Night Journey (Green Mile Series),Stephen King,1996,Signet Book,8.5,26,"['Horror', 'Fantasy']"
0451190556,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),Stephen King,1996,Signet Book,8.44,25,"['Horror', 'Fantasy']"
055357227X,"The Web (Alex Delaware Series, No. 10)",JONATHAN KELLERMAN,1996,Bantam,7.0,19,"['Thriller', 'Mystery']"
055329170X,Time Bomb (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1991,Bantam Books,7.647058823529412,17,"['Thriller', 'Mystery']"
0425174271,Certain Prey,John Sandford,2000,Berkley Publishing Group,7.571428571428571,21,"['Thriller', 'Mystery']"
039914613X,Easy Prey,John Sandford,2000,Putnam Publishing Group,7.846153846153846,13,['Thriller']
0425126064,Shadow Prey,John Sandford,2004,Berkley Publishing Group,7.611111111111111,18,['Thriller']
0061042935,Everywhere That Mary Went,Lisa Scottoline,1993,HarperTorch,6.666666666666667,6,"['Thriller', 'Mystery']"
0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group,7.7894736842105265,19,['Thriller']
0375703845,Glamorama (Vintage Contemporaries (Paperback)),Bret Easton Ellis,2000,Vintage Books USA,7.4,5,"['Horror', 'Fantasy']"
0380708213,The Forever War,Joe Haldeman,1991,Eos,8.1,10,"['Sci-Fi', 'Adventure']"
0553293354,Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1991,Spectra,8.285714285714286,14,['Sci-Fi']
0312973055,Robert Ludlum's The Hades Factor,Robert Ludlum,2001,St. Martin's Paperbacks,7.625,8,['Thriller']
0553382179,Sink Reflections,MARLA CILLEY,2002,Bantam,8.823529411764707,17,['Non-Fiction']
0786881887,"Myst, The: Book of Atrus",Rand Miller,1995,Hyperion,6.833333333333333,6,"['Fantasy', 'Adventure']"
0786889209,Myst: The Book of Ti'ana,Rand Miller,1997,Hyperion,6.6,5,"['Fantasy', 'Adventure']"
051511054X,Bygones,LaVyrle Spencer,1996,Jove Books,7.6,10,['Romance']
0156030209,Life of Pi : Student Edition,Yann Martel,2004,Harvest Books,7.75,8,"['Fantasy', 'Adventure']"
0752837613,The Lost Boy,Dave Pelzer,2001,Orion mass market paperback,7.777777777777778,9,['Biography']
0684803852,Brat Farrar,Josephine Tey,1997,Touchstone,8.0,6,"['Mystery', 'Thriller']"
0425109720,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group,8.0,34,"['Thriller', 'Adventure']"
0671670646,Gates of Paradise,V.C. Andrews,1989,Pocket,7.375,8,"['Horror', 'Romance']"
0671028006,Misty (Wildflowers),V.C. Andrews,1999,Pocket,6.142857142857143,7,['Romance']
0345335708,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings,1991,Del Rey Books,8.071428571428571,14,"['Fantasy', 'Adventure']"
042514755X,McNally's Trial (Archy McNally Novels (Paperback)),Lawrence Sanders,1995,Berkley Publishing Group,7.1,10,"['Mystery', 'Thriller']"
0671759345,Ruby (Landry),V.C. Andrews,1994,Pocket,7.695652173913044,23,"['Romance', 'Horror']"
042512164X,Capital Crimes,Lawrence Sanders,2000,Berkley Publishing Group,7.142857142857143,7,"['Mystery', 'Thriller']"
0440203856,Zoya,Danielle Steel,1989,Dell,7.5,10,['Romance']
0440126894,Full Circle,Danielle Steel,1985,Dell,7.1,10,['Romance']
0553264079,I'll Take Manhattan,Judith Krantz,1987,Bantam Books,6.6923076923076925,13,['Romance']
0060080841,The Stepford Wives,Ira Levin,2002,Perennial,8.0,11,"['Horror', 'Sci-Fi']"
0441005241,"Burnt Offerings (Anita Blake, Vampire Hunter)",Laurell K. Hamilton,2001,Ace Books,8.166666666666666,24,"['Fantasy', 'Horror']"
0441004520,Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,Ace Books,8.115384615384615,26,"['Fantasy', 'Horror']"
0441003745,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,ACE Charter,8.363636363636363,22,"['Fantasy', 'Horror']"
0553575422,"Luck in the Shadows (Nightrunner, Vol. 1)",LYNN FLEWELLING,1996,Spectra,8.7,10,"['Fantasy', 'Adventure']"
0843949945,Dark Guardian,Christine Feehan,2002,Leisure Books,7.5,14,"['Fantasy', 'Romance']"
0385306040,Malice,Danielle Steel,1996,Delacorte Press,6.888888888888889,9,"['Romance', 'Thriller']"
0743457269,A Knight in Shining Armor,Jude Deveraux,2002,Pocket,8.375,8,"['Romance', 'Fantasy']"
0330334026,Mad Cows,Kathy Lette,1997,Pan Books - Macmillan UK,5.857142857142857,7,"['Romance', 'Comedy']"
0446527041,The Crush,Sandra Brown,2002,Warner Books,7.571428571428571,14,"['Thriller', 'Romance']"
0440211891,Heartbeat,Danielle Steel,1992,Dell,7.0,13,['Romance']
0451204956,Bad Boy,Olivia Goldsmith,2002,Signet Book,7.6875,16,['Romance']
0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,7.48,25,['Romance']
0380820889,Blindsighted,Karin Slaughter,2002,HarperTorch,7.866666666666666,15,['Romance']
0440213282,No Greater Love,Danielle Steel,1992,Dell,8.461538461538462,13,"['Thriller', 'Mystery']"
0380753022,Gentle Rogue (Malory Novels (Paperback)),Johanna Lindsey,1990,Avon,8.615384615384615,13,['Romance']
0679853065,A Day No Pigs Would Die,Robert Newton Peck,1994,Random House Children's Books,7.666666666666667,6,['Young Adult']
0061092177,Small Gods (Discworld Novels (Paperback)),Terry Pratchett,1994,HarperTorch,8.526315789473685,19,['Fantasy']
0689829833,Dark is Rising (Dark is Rising Sequence (Paperback)),Susan Cooper,1999,Aladdin,8.777777777777779,9,"['Fantasy', 'Young Adult']"
0380753014,Warrior's Woman,Johanna Lindsey,1999,Avon,8.0,11,"['Romance', 'Sci-Fi']"
0821772279,Realm of Shadows,Shannon Drake,2002,Kensington Publishing Corporation,8.142857142857142,7,"['Romance', 'Horror']"
0380897393,When Love Awaits,Johanna Lindsey,1986,Avon,7.5,8,['Romance']
0553561537,Desire,Amanda Quick,1994,Bantam,8.181818181818182,11,['Romance']
0553574108,I Thee Wed,Amanda Quick,2000,Bantam Books,8.083333333333334,12,['Romance']
